,0,Farmacia,Normal,Oferta,Producto,SKU
26117,1549.00,,,,,
26118,2022-04-05,,,,,
26119,Ahumada,,,,,
26120,Thyrozol 5 mg x 50 Comprimidos Recubiertos,,,,,
26121,40964,,,,,
26122,15495.00,,,,,
26123,15495.00,,,,,
26124,2022-04-05,,,,,
26125,Ahumada,,,,,
26126,La Roche Posay Crema Cicaplast Baume B5 x 40 mL,,,,,
26127,72684,,,,,
26128,7999.00,,,,,
26129,7999.00,,,,,
26130,2022-04-05,,,,,
26131,Ahumada,,,,,
26132,Antonio Banderas Seduction Doses The Secret Temptation For Men 03 x 30 mL,,,,,
26133,87823,,,,,
26134,5999.00,,,,,
26135,5999.00,,,,,
26136,2022-04-05,,,,,
26137,Ahumada,,,,,
26138,"Oftasona P 0,1% x 10 mL Solucion Oftalmica",,,,,
26139,8282,,,,,
26140,14895.00,,,,,
26141,14895.00,,,,,
26142,2022-04-05,,,,,
26143,Ahumada,,,,,
26144,Casting Tintura Creme Gloss 630 Caramelo x 1 Unidad,,,,,
26145,62036016,,,,,
26146,6999.00,,,,,
26147,6999.00,,,,,
26148,2022-04-05,,,,,
26149,Ahumada,,,,,
26150,Vitis Seda Dental Con Cera x 50 m x 1 Unidad,,,,,
26151,11735,,,,,
26152,4449.00,,,,,
26153,4449.00,,,,,
26154,2022-04-05,,,,,
26155,Ahumada,,,,,
26156,"Flutivate 0,05 % x 15 g Crema T\u00f3pica",,,,,
26157,9956,,,,,
26158,30695.00,,,,,
26159,30695.00,,,,,
26160,2022-04-05,,,,,
26161,Ahumada,,,,,
26162,Rexona Desodorante Barra Invisible x 50 g,,,,,
26163,64189,,,,,
26164,3299.00,,,,,
26165,3299.00,,,,,
26166,2022-04-05,,,,,
26167,Ahumada,,,,,
26168,Garnier Mascarilla De Carbon Peel Off x 50 mL,,,,,
26169,87408,,,,,
26170,6199.00,,,,,
26171,6199.00,,,,,
26172,2022-04-05,,,,,
26173,Ahumada,,,,,
26174,Plaisance Fragancia Classic Con Atomizador x 100 mL,,,,,
26175,2399,,,,,
26176,11799.00,,,,,
26177,11799.00,,,,,
26178,2022-04-05,,,,,
26179,Ahumada,,,,,
26180,Vitaday 1000 mg x 20 Comprimidos Efervescentes,,,,,
26181,87793,,,,,
26182,2895.00,,,,,
26183,2895.00,,,,,
26184,2022-04-05,,,,,
26185,Ahumada,,,,,
26186,La Roche Posay Crema Effaclar Duo x 40 mL,,,,,
26187,76614,,,,,
26188,22499.00,,,,,
26189,22499.00,,,,,
26190,2022-04-05,,,,,
26191,Ahumada,,,,,
26192,One Touch Ultra x 25 Tiras Reactivas,,,,,
26193,45953,,,,,
26194,24295.00,,,,,
26195,24295.00,,,,,
26196,2022-04-05,,,,,
26197,Ahumada,,,,,
26198,Curaprox Cepillo Dental 3960 Soft x 1 Unidad,,,,,
26199,83260,,,,,
26200,6999.00,,,,,
26201,6999.00,,,,,
26202,2022-04-05,,,,,
26203,Ahumada,,,,,
26204,Ferbex 200 mg x 30 C\u00e1psulas,,,,,
26205,85239,,,,,
26206,23595.00,,,,,
26207,23595.00,,,,,
26208,2022-04-05,,,,,
26209,Ahumada,,,,,
26210,Oral B Cepillo Dental Electrico Vitality x 1 Unidad,,,,,
26211,71903,,,,,
26212,25099.00,,,,,
26213,25099.00,,,,,
26214,2022-04-05,,,,,
26215,Ahumada,,,,,
26216,Gesidol Infantil 100 mg\/mL x 15 mL Solucion para Gotas Orales,,,,,
26217,88023,,,,,
26218,3995.00,,,,,
26219,3995.00,,,,,
26220,2022-04-05,,,,,
26221,Ahumada,,,,,
26222,EUCERIN ANTI-PIGMENT CREMA FACIAL DE NOCHE 50ML,,,,,
26223,86728,,,,,
26224,31199.00,,,,,
26225,31199.00,,,,,
26226,2022-04-05,,,,,
26227,Ahumada,,,,,
26228,Kotex Protector Diario Ultradelgado x 100 Unidades,,,,,
26229,66658,,,,,
26230,3949.00,,,,,
26231,3949.00,,,,,
26232,2022-04-05,,,,,
26233,Ahumada,,,,,
26234,Zubam ODT 10 mg x 30 Comprimidos Dispersables,,,,,
26235,83890,,,,,
26236,13395.00,,,,,
26237,13395.00,,,,,
26238,2022-04-05,,,,,
26239,Ahumada,,,,,
26240,Isdin Espuma Acniben\u00ae Limpiador Purificante x 150 mL,,,,,
26241,63051,,,,,
26242,15199.00,,,,,
26243,15199.00,,,,,
26244,2022-04-05,,,,,
26245,Ahumada,,,,,
26246,Bi-O Desodorante Roll On Femenino Protection 5 x 50 mL,,,,,
26247,74435,,,,,
26248,3049.00,,,,,
26249,3049.00,,,,,
26250,2022-04-05,,,,,
26251,Ahumada,,,,,
26252,Compresa Frio Calor Tobillo x 1 Unidad,,,,,
26253,87280,,,,,
26254,10595.00,,,,,
26255,10595.00,,,,,
26256,2022-04-05,,,,,
26257,Ahumada,,,,,
26258,Burts Bees Mascara Ojos Rejuvenating x 1 Unidad,,,,,
26259,85895,,,,,
26260,4149.00,,,,,
26261,4149.00,,,,,
26262,2022-04-05,,,,,
26263,Ahumada,,,,,
26264,Macrosan 100 mg x 30 C\u00e1psulas,,,,,
26265,13562,,,,,
26266,14995.00,,,,,
26267,14995.00,,,,,
26268,2022-04-05,,,,,
26269,Ahumada,,,,,
26270,Gesix 200 mg x 10 C\u00e1psulas,,,,,
26271,79429,,,,,
26272,11095.00,,,,,
26273,11095.00,,,,,
26274,2022-04-05,,,,,
26275,Ahumada,,,,,
26276,Colgate Seda Dental Fl\u00faor Y Menta x 25 m x 1 Unidad,,,,,
26277,65374002,,,,,
26278,5399.00,,,,,
26279,5399.00,,,,,
26280,2022-04-05,,,,,
26281,Ahumada,,,,,
26282,Fructis Shampoo Frescura Vitaminada x 350 mL,,,,,
26283,75592003,,,,,
26284,3199.00,,,,,
26285,3199.00,,,,,
26286,2022-04-05,,,,,
26287,Ahumada,,,,,
26288,Ciclomex-20 CD x 28 Comprimidos Recubiertos,,,,,
26289,69954,,,,,
26290,13095.00,,,,,
26291,13095.00,,,,,
26292,2022-04-05,,,,,
26293,Ahumada,,,,,
26294,Cerave Loci\u00f3n Limpiador Hidratante x 236 mL,,,,,
26295,85389,,,,,
26296,10299.00,,,,,
26297,10299.00,,,,,
26298,2022-04-05,,,,,
26299,Ahumada,,,,,
26300,Burts Bees Crema Cuerpo Cocoa & Cupuacu Butters x 170 g,,,,,
26301,84659004,,,,,
26302,11999.00,,,,,
26303,11999.00,,,,,
26304,2022-04-05,,,,,
26305,Ahumada,,,,,
26306,Head & Shoulders Shampoo Hidrataci\u00f3n Aceite De Coco x 375 mL,,,,,
26307,87585,,,,,
26308,4599.00,,,,,
26309,4599.00,,,,,
26310,2022-04-05,,,,,
26311,Ahumada,,,,,
26312,Similac Formula Sin Lactosa Sensitive x 375 g,,,,,
26313,19995,,,,,
26314,13999.00,,,,,
26315,13999.00,,,,,
26316,2022-04-05,,,,,
26317,Ahumada,,,,,
26318,Loreal Crema Hidra Total 5 Dia x 50 mL,,,,,
26319,44656,,,,,
26320,4799.00,,,,,
26321,4799.00,,,,,
26322,2022-04-05,,,,,
26323,Ahumada,,,,,
26324,Simperten 50 mg x 30 Comprimidos Recubiertos,,,,,
26325,14391,,,,,
26326,7695.00,,,,,
26327,7695.00,,,,,
26328,2022-04-05,,,,,
26329,Ahumada,,,,,
26330,Amitriptilina 25 mg x 100 Comprimidos Recubiertos,,,,,
26331,2952,,,,,
26332,2445.00,,,,,
26333,2445.00,,,,,
26334,2022-04-05,,,,,
26335,Ahumada,,,,,
26336,Uriage Crema Reparadora Bariederm Cica-Cream x 100 mL,,,,,
26337,87521,,,,,
26338,18799.00,,,,,
26339,18799.00,,,,,
26340,2022-04-05,,,,,
26341,Ahumada,,,,,
26342,Costa Rama Chocolate Leche x 115 g,,,,,
26343,85368,,,,,
26344,2399.00,,,,,
26345,2399.00,,,,,
26346,2022-04-05,,,,,
26347,Ahumada,,,,,
26348,Loreal Crema De Noche Anti-Arrugas Revitalift Filler x 50 mL,,,,,
26349,82007,,,,,
26350,17099.00,,,,,
26351,17099.00,,,,,
26352,2022-04-05,,,,,
26353,Ahumada,,,,,
26354,Plenitud Pants Active Plus G-XG x 16 Unidades,,,,,
26355,77968,,,,,
26356,14395.00,,,,,
26357,14395.00,,,,,
26358,2022-04-05,,,,,
26359,Ahumada,,,,,
26360,Similac Formula Etapa 3 x 1400 g,,,,,
26361,83539,,,,,
26362,20099.00,,,,,
26363,20099.00,,,,,
26364,2022-04-05,,,,,
26365,Ahumada,,,,,
26366,Acondicionador T\u00edo Nacho  Aclarante 415 Ml,,,,,
26367,76818001,,,,,
26368,7999.00,,,,,
26369,7999.00,,,,,
26370,2022-04-05,,,,,
26371,Ahumada,,,,,
26372,Loreal M\u00e1scara Pesta\u00f1as Lash Arquitect 4D Waterproof x 1 Unidad,,,,,
26373,71155001,,,,,
26374,9699.00,,,,,
26375,9699.00,,,,,
26376,2022-04-05,,,,,
26377,Ahumada,,,,,
26378,Amoval 500 mg\/5 mL x 100 mL Polvo Para Suspensi\u00f3n Oral Con Solvente,,,,,
26379,11224,,,,,
26380,19195.00,,,,,
26381,19195.00,,,,,
26382,2022-04-05,,,,,
26383,Ahumada,,,,,
26384,Nutrisse Cor Intensa Tintura 6.6 Rojo Intenso x 1 Unidad,,,,,
26385,72894014,,,,,
26386,2899.00,,,,,
26387,2899.00,,,,,
26388,2022-04-05,,,,,
26389,Ahumada,,,,,
26390,La Roche Posay Contorno De Ojos Hyalu B5 x 15 mL,,,,,
26391,86550,,,,,
26392,29999.00,,,,,
26393,29999.00,,,,,
26394,2022-04-05,,,,,
26395,Ahumada,,,,,
26396,Vichy Crema Neovadiol Phytosculpt Contorno Cara Y Cuello x 50 mL,,,,,
26397,86890,,,,,
26398,28899.00,,,,,
26399,28899.00,,,,,
26400,2022-04-05,,,,,
26401,Ahumada,,,,,
26402,Quetiapina 300 mg x 30 Comprimidos Recubiertos,,,,,
26403,79970,,,,,
26404,33095.00,,,,,
26405,33095.00,,,,,
26406,2022-04-05,,,,,
26407,Ahumada,,,,,
26408,Ciclobenzaprina 10 mg x 20 Comprimidos Recubiertos,,,,,
26409,45268,,,,,
26410,2495.00,,,,,
26411,2495.00,,,,,
26412,2022-04-05,,,,,
26413,Ahumada,,,,,
26414,Viadil 5 mg\/mL x 2 Ampollas Solucion Inyectable,,,,,
26415,9781,,,,,
26416,6195.00,,,,,
26417,6195.00,,,,,
26418,2022-04-05,,,,,
26419,Ahumada,,,,,
26420,Panadol Extra Advance 65\/500 mg x 14 Comprimidos Recubiertos,,,,,
26421,85559,,,,,
26422,2895.00,,,,,
26423,2895.00,,,,,
26424,2022-04-05,,,,,
26425,Ahumada,,,,,
26426,Shot B Total Pack 30 Capsulas x 1 Pack,,,,,
26427,84848,,,,,
26428,10995.00,,,,,
26429,10995.00,,,,,
26430,2022-04-05,,,,,
26431,Ahumada,,,,,
26432,Kotex Tamp\u00f3n Con Aplicador Super x 8 Unidades,,,,,
26433,71572001,,,,,
26434,2799.00,,,,,
26435,2799.00,,,,,
26436,2022-04-05,,,,,
26437,Ahumada,,,,,
26438,Red Bull Energy Drink x 355 mL,,,,,
26439,74491,,,,,
26440,2499.00,,,,,
26441,2499.00,,,,,
26442,2022-04-05,,,,,
26443,Ahumada,,,,,
26444,Similibus x 30 mL Solucion Oral Para Gotas,,,,,
26445,87492,,,,,
26446,6295.00,,,,,
26447,6295.00,,,,,
26448,2022-04-05,,,,,
26449,Ahumada,,,,,
26450,Duceten 60 mg x 30 C\u00e1psulas Con Gr\u00e1nulos Con Recubrimiento Ent\u00e9rico,,,,,
26451,69977,,,,,
26452,24095.00,,,,,
26453,24095.00,,,,,
26454,2022-04-05,,,,,
26455,Ahumada,,,,,
26456,Durex Sensitivo Ultra Delgado x 3 Unidades,,,,,
26457,78953,,,,,
26458,4945.00,,,,,
26459,4945.00,,,,,
26460,2022-04-05,,,,,
26461,Ahumada,,,,,
26462,Eritromicina 500 mg x 8 Comprimidos Recubiertos,,,,,
26463,3095,,,,,
26464,3345.00,,,,,
26465,3345.00,,,,,
26466,2022-04-05,,,,,
26467,Ahumada,,,,,
26468,Neostrata Locion Skin Active Tri Therapy Serum x 30 mL,,,,,
26469,87225,,,,,
26470,67595.00,,,,,
26471,67595.00,,,,,
26472,2022-04-05,,,,,
26473,Ahumada,,,,,
26474,PROTECTOR SOLAR KIDS SPRAY EUCERIN FPS 50+ 200 ML,,,,,
26475,65734,,,,,
26476,16699.00,,,,,
26477,16699.00,,,,,
26478,2022-04-05,,,,,
26479,Ahumada,,,,,
26480,Vichy Base Liftactiv Flexiteint 35 x 30 mL,,,,,
26481,81900,,,,,
26482,32499.00,,,,,
26483,32499.00,,,,,
26484,2022-04-05,,,,,
26485,Ahumada,,,,,
26486,Venosmil 200 mg x 60 Capsulas,,,,,
26487,73582,,,,,
26488,31895.00,,,,,
26489,31895.00,,,,,
26490,2022-04-05,,,,,
26491,Ahumada,,,,,
26492,Ketanor SL 30 mg x 4 Comprimidos Sublinguales,,,,,
26493,71810,,,,,
26494,14695.00,,,,,
26495,14695.00,,,,,
26496,2022-04-05,,,,,
26497,Ahumada,,,,,
26498,Blox 32 mg x 30 Comprimidos,,,,,
26499,22401,,,,,
26500,41895.00,,,,,
26501,41895.00,,,,,
26502,2022-04-05,,,,,
26503,Ahumada,,,,,
26504,Amobiotic 1 g x 20 Comprimidos Dispersables,,,,,
26505,40962,,,,,
26506,17795.00,,,,,
26507,17795.00,,,,,
26508,2022-04-05,,,,,
26509,Ahumada,,,,,
26510,Burts Bees Crema BB SPF 15 Light\/Medium x 48 g,,,,,
26511,84661002,,,,,
26512,14999.00,,,,,
26513,14999.00,,,,,
26514,2022-04-05,,,,,
26515,Ahumada,,,,,
26516,Elcal-D Supra 800 UI\/1200 mg x 30 Sobres Polvo para Suspensi\u00f3n Oral,,,,,
26517,37333,,,,,
26518,21795.00,,,,,
26519,21795.00,,,,,
26520,2022-04-05,,,,,
26521,Ahumada,,,,,
26522,LOCI\u00d3N MICELAR 3 EN 1 NIVEA PIEL SENSIBLE 200ML,,,,,
26523,85949,,,,,
26524,5199.00,,,,,
26525,5199.00,,,,,
26526,2022-04-05,,,,,
26527,Ahumada,,,,,
26528,Lifestyles Nuda x 3 Unidades,,,,,
26529,3494,,,,,
26530,3495.00,,,,,
26531,3495.00,,,,,
26532,2022-04-05,,,,,
26533,Ahumada,,,,,
26534,shampoo para beb\u00e9 johnson's\u00ae manzanilla x 400 ml.,,,,,
26535,86588002,,,,,
26536,3599.00,,,,,
26537,3599.00,,,,,
26538,2022-04-05,,,,,
26539,Ahumada,,,,,
26540,Niofen Cold Hbp x 10 Comprimidos Recubiertos,,,,,
26541,62241,,,,,
26542,7295.00,,,,,
26543,7295.00,,,,,
26544,2022-04-05,,,,,
26545,Ahumada,,,,,
26546,Cipramil 20 mg x 28 Comprimidos Recubiertos,,,,,
26547,18095,,,,,
26548,42495.00,,,,,
26549,42495.00,,,,,
26550,2022-04-05,,,,,
26551,Ahumada,,,,,
26552,Natuvit Propoleo y Miel x Jarabe 200 g,,,,,
26553,70174,,,,,
26554,3595.00,,,,,
26555,3595.00,,,,,
26556,2022-04-05,,,,,
26557,Ahumada,,,,,
26558,Lifestyles Stimula x 3 Unidades,,,,,
26559,3507,,,,,
26560,3495.00,,,,,
26561,3495.00,,,,,
26562,2022-04-05,,,,,
26563,Ahumada,,,,,
26564,Nexcare Mini Compresas Frio Calor x 2 Unidades,,,,,
26565,48962,,,,,
26566,11295.00,,,,,
26567,11295.00,,,,,
26568,2022-04-05,,,,,
26569,Ahumada,,,,,
26570,CREMA MULTIPROPOSITO NIVEA SOFT CARA MANOS CUERPO 100ML,,,,,
26571,10189,,,,,
26572,3999.00,,,,,
26573,3999.00,,,,,
26574,2022-04-05,,,,,
26575,Ahumada,,,,,
26576,Elmex Enjuague Bucal Sensitive x 400 mL,,,,,
26577,87645,,,,,
26578,7799.00,,,,,
26579,7799.00,,,,,
26580,2022-04-05,,,,,
26581,Ahumada,,,,,
26582,"PHB Cepillo Interdental Flexi Extra Fino 0,9 mm x 20 Unidades",,,,,
26583,88045,,,,,
26584,6399.00,,,,,
26585,6399.00,,,,,
26586,2022-04-05,,,,,
26587,Ahumada,,,,,
26588,Milky Way Chocolate Con Almendras x 58 g,,,,,
26589,62118,,,,,
26590,1449.00,,,,,
26591,1449.00,,,,,
26592,2022-04-05,,,,,
26593,Ahumada,,,,,
26594,Nosotras Toalla Higienica Tela Malla Con Alas x 16 Unidades,,,,,
26595,50477,,,,,
26596,2899.00,,,,,
26597,2899.00,,,,,
26598,2022-04-05,,,,,
26599,Ahumada,,,,,
26600,Elvive Crema Peinar Dream Long Liss x 300 mL,,,,,
26601,87970,,,,,
26602,4199.00,,,,,
26603,4199.00,,,,,
26604,2022-04-05,,,,,
26605,Ahumada,,,,,
26606,Familand Jab\u00f3n L\u00edquido Jalea Real Prop\u00f3leo x 500 mL,,,,,
26607,85488,,,,,
26608,2099.00,,,,,
26609,2099.00,,,,,
26610,2022-04-05,,,,,
26611,Ahumada,,,,,
26612,Loreal Retocador De Raiz Magic Retouch Casta\u00f1o Oscuro x 75 g,,,,,
26613,82166005,,,,,
26614,8999.00,,,,,
26615,8999.00,,,,,
26616,2022-04-05,,,,,
26617,Ahumada,,,,,
26618,lubriderm restauracion x 750 ml,,,,,
26619,85485,,,,,
26620,8399.00,,,,,
26621,8399.00,,,,,
26622,2022-04-05,,,,,
26623,Ahumada,,,,,
26624,Crema Facial Fluida EUCERIN ULTRASENSITIVE 50 ML,,,,,
26625,78650,,,,,
26626,21099.00,,,,,
26627,21099.00,,,,,
26628,2022-04-05,,,,,
26629,Ahumada,,,,,
26630,Viagra 100 mg x 1 Comprimido Recubierto,,,,,
26631,17166,,,,,
26632,21545.00,,,,,
26633,21545.00,,,,,
26634,2022-04-05,,,,,
26635,Ahumada,,,,,
26636,Progress Formula Gold Tarro x 900 g,,,,,
26637,49481,,,,,
26638,14949.00,,,,,
26639,14949.00,,,,,
26640,2022-04-05,,,,,
26641,Ahumada,,,,,
26642,Eutirox 200 mcg x 50 Comprimidos,,,,,
26643,41131,,,,,
26644,23795.00,,,,,
26645,23795.00,,,,,
26646,2022-04-05,,,,,
26647,Ahumada,,,,,
26648,Ammen Colonia Clasica x 210 mL,,,,,
26649,11942,,,,,
26650,4449.00,,,,,
26651,4449.00,,,,,
26652,2022-04-05,,,,,
26653,Ahumada,,,,,
26654,Nastul Compuesto x 100 mL Jarabe,,,,,
26655,6894,,,,,
26656,8495.00,,,,,
26657,8495.00,,,,,
26658,2022-04-05,,,,,
26659,Ahumada,,,,,
26660,Desodorante Dove Antitranspirante Barra Clinical Original x 48 g,,,,,
26661,78915001,,,,,
26662,6199.00,,,,,
26663,6199.00,,,,,
26664,2022-04-05,,,,,
26665,Ahumada,,,,,
26666,Lifter 100 mg x 5 Comprimidos Recubiertos,,,,,
26667,29624,,,,,
26668,35495.00,,,,,
26669,35495.00,,,,,
26670,2022-04-05,,,,,
26671,Ahumada,,,,,
26672,Lechuga Crema Clasica x 60 mL,,,,,
26673,1347,,,,,
26674,2049.00,,,,,
26675,2049.00,,,,,
26676,2022-04-05,,,,,
26677,Ahumada,,,,,
26678,PROTECTOR SOLAR LOCI\u00d3N CORPORAL ANTI-EDAD EUCERIN SPF50 150ML,,,,,
26679,85671,,,,,
26680,18799.00,,,,,
26681,18799.00,,,,,
26682,2022-04-05,,,,,
26683,Ahumada,,,,,
26684,La Roche Posay Tratamiento Anti Imperfecciones Effaclar Duo+ Unifiant Tono Medio x 40 mL,,,,,
26685,86509,,,,,
26686,25099.00,,,,,
26687,25099.00,,,,,
26688,2022-04-05,,,,,
26689,Ahumada,,,,,
26690,Ambroxol Clorhidrato Infantil 15 mg\/5 mL x 100 mL Jarabe,,,,,
26691,2029,,,,,
26692,1545.00,,,,,
26693,1545.00,,,,,
26694,2022-04-05,,,,,
26695,Ahumada,,,,,
26696,Trim Encrespador De Pesta\u00f1as Easy Hold x 1 Unidad,,,,,
26697,76368,,,,,
26698,6799.00,,,,,
26699,6799.00,,,,,
26700,2022-04-05,,,,,
26701,Ahumada,,,,,
26702,Emumed x 20 g Pomada,,,,,
26703,70668,,,,,
26704,1999.00,,,,,
26705,1999.00,,,,,
26706,2022-04-05,,,,,
26707,Ahumada,,,,,
26708,Avene Protector Solar SPF 50+ Cleanance Color x 50 mL,,,,,
26709,87102,,,,,
26710,19699.00,,,,,
26711,19699.00,,,,,
26712,2022-04-05,,,,,
26713,Ahumada,,,,,
26714,Garnier Agua Micelar Milky x 400 mL,,,,,
26715,87858002,,,,,
26716,4999.00,,,,,
26717,4999.00,,,,,
26718,2022-04-05,,,,,
26719,Ahumada,,,,,
26720,Monez 50 mcg x 140 Dosis Suspension Nasal,,,,,
26721,77427,,,,,
26722,15295.00,,,,,
26723,15295.00,,,,,
26724,2022-04-05,,,,,
26725,Ahumada,,,,,
26726,Botanics Crema De Triple Age Noche x 50 mL,,,,,
26727,81195,,,,,
26728,14499.00,,,,,
26729,14499.00,,,,,
26730,2022-04-05,,,,,
26731,Ahumada,,,,,
26732,"Ciproval 0,3 % x 5 mL Soluci\u00f3n Para Gotas Oticas",,,,,
26733,17139,,,,,
26734,27795.00,,,,,
26735,27795.00,,,,,
26736,2022-04-05,,,,,
26737,Ahumada,,,,,
26738,"Dermovate 0,05% x 30 g Pomada Topica",,,,,
26739,9280,,,,,
26740,36095.00,,,,,
26741,36095.00,,,,,
26742,2022-04-05,,,,,
26743,Ahumada,,,,,
26744,Perio-Aid Enjuague Bucal Tratamiento x 150 mL,,,,,
26745,48311,,,,,
26746,6649.00,,,,,
26747,6649.00,,,,,
26748,2022-04-05,,,,,
26749,Ahumada,,,,,
26750,Cortyk 4 mg x 10 Comprimidos,,,,,
26751,64462,,,,,
26752,5445.00,,,,,
26753,5445.00,,,,,
26754,2022-04-05,,,,,
26755,Ahumada,,,,,
26756,CREMA MULTIPROP\u00d3SITO NIVEA MEN CREME 150 ML,,,,,
26757,84916,,,,,
26758,4799.00,,,,,
26759,4799.00,,,,,
26760,2022-04-05,,,,,
26761,Ahumada,,,,,
26762,Phillips Boquilla Repuesto Airfloss  x 2 Unidades,,,,,
26763,88265,,,,,
26764,19299.00,,,,,
26765,19299.00,,,,,
26766,2022-04-05,,,,,
26767,Ahumada,,,,,
26768,Nosotras Toalla Higienica Normal Tela Suave Con Alas x 10 Unidades,,,,,
26769,25274,,,,,
26770,1499.00,,,,,
26771,1499.00,,,,,
26772,2022-04-05,,,,,
26773,Ahumada,,,,,
26774,Sensodyne Pasta Dental Complete Protection x 100 g,,,,,
26775,77243,,,,,
26776,5999.00,,,,,
26777,5999.00,,,,,
26778,2022-04-05,,,,,
26779,Ahumada,,,,,
26780,Soap & Glory Polvo Compacto One Heck Of A Blot x 1 Unidad,,,,,
26781,81172002,,,,,
26782,12999.00,,,,,
26783,12999.00,,,,,
26784,2022-04-05,,,,,
26785,Ahumada,,,,,
26786,acondicionador para ni\u00f1os johnson's\u00ae hidrataci\u00f3n intensa x 400 ml.,,,,,
26787,86589003,,,,,
26788,3599.00,,,,,
26789,3599.00,,,,,
26790,2022-04-05,,,,,
26791,Ahumada,,,,,
26792,Tapsin Instaflu DN x 18 Comprimidos,,,,,
26793,88087,,,,,
26794,7095.00,,,,,
26795,7095.00,,,,,
26796,2022-04-05,,,,,
26797,Ahumada,,,,,
26798,Hialof Hidra x 10 mL Solucion Oftalmica,,,,,
26799,86850,,,,,
26800,18595.00,,,,,
26801,18595.00,,,,,
26802,2022-04-05,,,,,
26803,Ahumada,,,,,
26804,Nastizol Compositum x 15 mL Soluci\u00f3n Oral Para Gotas,,,,,
26805,48269,,,,,
26806,13295.00,,,,,
26807,13295.00,,,,,
26808,2022-04-05,,,,,
26809,Ahumada,,,,,
26810,Dove Shampoo Hidratacion Intensa x 400 mL,,,,,
26811,85152,,,,,
26812,3999.00,,,,,
26813,3999.00,,,,,
26814,2022-04-05,,,,,
26815,Ahumada,,,,,
26816,Bilidren 20 mg x 30 Comprimidos,,,,,
26817,72499,,,,,
26818,19795.00,,,,,
26819,19795.00,,,,,
26820,2022-04-05,,,,,
26821,Ahumada,,,,,
26822,"Pepsi Bebida Botella x 1,5 L",,,,,
26823,15023,,,,,
26824,2099.00,,,,,
26825,2099.00,,,,,
26826,2022-04-05,,,,,
26827,Ahumada,,,,,
26828,Axe Desodorante Spray Marine x 150 mL,,,,,
26829,79343002,,,,,
26830,3149.00,,,,,
26831,3149.00,,,,,
26832,2022-04-05,,,,,
26833,Ahumada,,,,,
26834,Optamox 875 mg x 14 Comprimidos Recubiertos,,,,,
26835,28045,,,,,
26836,13595.00,,,,,
26837,13595.00,,,,,
26838,2022-04-05,,,,,
26839,Ahumada,,,,,
26840,Omeprazol 20 mg x 60 C\u00e1psulas Con Gr\u00e1nulos Con Recubrimiento Ent\u00e9rico,,,,,
26841,49680,,,,,
26842,3295.00,,,,,
26843,3295.00,,,,,
26844,2022-04-05,,,,,
26845,Ahumada,,,,,
26846,Gillette Repuesto Fusion x 4 Unidades,,,,,
26847,79567,,,,,
26848,15599.00,,,,,
26849,15599.00,,,,,
26850,2022-04-05,,,,,
26851,Ahumada,,,,,
26852,Avene Eau Thermale Aqua-Creme Alisadora A-Oxitive D\u00eda x 30 mL,,,,,
26853,87787,,,,,
26854,31299.00,,,,,
26855,31299.00,,,,,
26856,2022-04-05,,,,,
26857,Ahumada,,,,,
26858,Speed Stick Desodorante Barra Classic x 50 g,,,,,
26859,32160001,,,,,
26860,3449.00,,,,,
26861,3449.00,,,,,
26862,2022-04-05,,,,,
26863,Ahumada,,,,,
26864,"Miragran 2,5 mg x 10 Comprimidos Recubiertos",,,,,
26865,64928,,,,,
26866,14595.00,,,,,
26867,14595.00,,,,,
26868,2022-04-05,,,,,
26869,Ahumada,,,,,
26870,La Roche Posay Base Toleriane Teint Fluido Corrector Tono 11 x 1 Unidad,,,,,
26871,65231004,,,,,
26872,30299.00,,,,,
26873,30299.00,,,,,
26874,2022-04-05,,,,,
26875,Ahumada,,,,,
26876,Pironal Flu Forte x 12 Comprimidos Recubiertos,,,,,
26877,61985,,,,,
26878,12095.00,,,,,
26879,12095.00,,,,,
26880,2022-04-05,,,,,
26881,Ahumada,,,,,
26882,Vertigoheel x 30 mL Soluci\u00f3n Oral Para Gotas,,,,,
26883,49934,,,,,
26884,18195.00,,,,,
26885,18195.00,,,,,
26886,2022-04-05,,,,,
26887,Ahumada,,,,,
26888,Nitexol 60 mg x 30 C\u00e1psulas Con Gr\u00e1nulos Con Recubrimiento Ent\u00e9rico,,,,,
26889,62530,,,,,
26890,22395.00,,,,,
26891,22395.00,,,,,
26892,2022-04-05,,,,,
26893,Ahumada,,,,,
26894,No 7 Crema Lift& Luminate Serum Triple x 30 mL,,,,,
26895,83341,,,,,
26896,19999.00,,,,,
26897,19999.00,,,,,
26898,2022-04-05,,,,,
26899,Ahumada,,,,,
26900,Always Toalla Higienica Infinity Con FlexFoam Noche Con Alas x 16 Unidades,,,,,
26901,86283,,,,,
26902,3999.00,,,,,
26903,3999.00,,,,,
26904,2022-04-05,,,,,
26905,Ahumada,,,,,
26906,Soap & Glory Exfoliante Corporal Smoothie Star x 1 Unidad,,,,,
26907,81167002,,,,,
26908,12899.00,,,,,
26909,12899.00,,,,,
26910,2022-04-05,,,,,
26911,Ahumada,,,,,
26912,"Gotely 0,4 mg x 30 C\u00e1psulas De Liberaci\u00f3n Prolongada",,,,,
26913,43841,,,,,
26914,16795.00,,,,,
26915,16795.00,,,,,
26916,2022-04-05,,,,,
26917,Ahumada,,,,,
26918,Durex Extra Seguro x 3 Unidades,,,,,
26919,78956,,,,,
26920,4595.00,,,,,
